"Budget","Project","Asset Name","Product","Date","Forecast Gross Risked Row","Actuals Gross Risked Row","Blended Gross Risked Row","FieldEst Gross Risked Row","FinActuals Gross Risked Row","FinBlend Gross Risked Row","Forecast Gross Unrisked Raw","Actuals Gross Unrisked Raw","Blended Gross Unrisked Raw","FieldEst Gross Unrisked Raw","FinActuals Gross Unrisked Raw","FinBlend Gross Unrisked Raw","Forecast Gross Risked Shrunk","Actuals Gross Risked Shrunk","Blended Gross Risked Shrunk","FieldEst Gross Risked Shrunk","FinActuals Gross Risked Shrunk","FinBlend Gross Risked Shrunk","Forecast Gross Unrisked Shrunk","Actuals Gross Unrisked Shrunk","Blended Gross Unrisked Shrunk","FieldEst Gross Unrisked Shrunk","FinActuals Gross Unrisked Shrunk","FinBlend Gross Unrisked Shrunk","Forecast Net Risked Raw","Actuals Net Risked Raw","Blended Net Risked Raw","FieldEst Net Risked Raw","FinActuals Net Risked Raw","FinBlend Net Risked Raw","Forecast Net Unrisked Raw","Actuals Net Unrisked Raw","Blended Net Unrisked Raw","FieldEst Net Unrisked Raw","FinActuals Net Unrisked Raw","FinBlend Net Unrisked Raw","Forecast Net Risked Sales","Actuals Net Risked Sales","Blended Net Risked Sales","FieldEst Net Risked Sales","FinActuals Net Risked Sales","FinBlend Net Risked Sales","Forecast Net Unrisked Sales","Actuals Net Unrisked Sales","Blended Net Unrisked Sales","FieldEst Net Unrisked Sales","FinActuals Net Unrisked Sales","FinBlend Net Unrisked Sales","Forecast Net Risked After Royalty","Actuals Net Risked After Royalty","Blended Net Risked After Royalty","FieldEst Net Risked After Royalty","FinActuals Net Risked After Royalty","FinBlend Net Risked After Royalty","Forecast Net Unrisked After Royalty","Actuals Net Unrisked After Royalty","Blended Net Unrisked After Royalty","FieldEst Net Unrisked After Royalty","FinActuals Net Unrisked After Royalty","FinBlend Net Unrisked After Royalty","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-03-01","277694.87952518836","0.0","277694.87952518836","0.0","0.0","277694.87952518836","277694.87952518836","0.0","277694.87952518836","0.0","0.0","277694.87952518836","277694.87952518836","0.0","277694.87952518836","0.0","0.0","277694.87952518836","277694.87952518836","0.0","277694.87952518836","0.0","0.0","277694.87952518836","236040.6475964086","0.0","236040.6475964086","0.0","0.0","236040.6475964086","236040.6475964086","0.0","236040.6475964086","0.0","0.0","236040.6475964086","236040.6475964086","0.0","236040.6475964086","0.0","0.0","236040.6475964086","236040.6475964086","0.0","236040.6475964086","0.0","0.0","236040.6475964086","208271.15964389127","0.0","208271.15964389127","0.0","0.0","208271.15964389127","208271.15964389127","0.0","208271.15964389127","0.0","0.0","208271.15964389127","277694.87952518836","277694.87952518836","277694.87952518836","277694.87952518836"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-04-01","246922.19799764734","0.0","246922.19799764734","0.0","0.0","246922.19799764734","246922.19799764734","0.0","246922.19799764734","0.0","0.0","246922.19799764734","246922.19799764734","0.0","246922.19799764734","0.0","0.0","246922.19799764734","246922.19799764734","0.0","246922.19799764734","0.0","0.0","246922.19799764734","209883.86829800066","0.0","209883.86829800066","0.0","0.0","209883.86829800066","209883.86829800066","0.0","209883.86829800066","0.0","0.0","209883.86829800066","209883.86829800066","0.0","209883.86829800066","0.0","0.0","209883.86829800066","209883.86829800066","0.0","209883.86829800066","0.0","0.0","209883.86829800066","185191.6484982362","0.0","185191.6484982362","0.0","0.0","185191.6484982362","185191.6484982362","0.0","185191.6484982362","0.0","0.0","185191.6484982362","246922.19799764734","246922.19799764734","246922.19799764734","246922.19799764734"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-05-01","243073.88548571058","0.0","243073.88548571058","0.0","0.0","243073.88548571058","243073.88548571058","0.0","243073.88548571058","0.0","0.0","243073.88548571058","243073.88548571058","0.0","243073.88548571058","0.0","0.0","243073.88548571058","243073.88548571058","0.0","243073.88548571058","0.0","0.0","243073.88548571058","206612.80266285408","0.0","206612.80266285408","0.0","0.0","206612.80266285408","206612.80266285408","0.0","206612.80266285408","0.0","0.0","206612.80266285408","206612.80266285408","0.0","206612.80266285408","0.0","0.0","206612.80266285408","206612.80266285408","0.0","206612.80266285408","0.0","0.0","206612.80266285408","182305.41411428247","0.0","182305.41411428247","0.0","0.0","182305.41411428247","182305.41411428247","0.0","182305.41411428247","0.0","0.0","182305.41411428247","243073.88548571058","243073.88548571058","243073.88548571058","243073.88548571058"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-06-01","227048.6897876868","0.0","227048.6897876868","0.0","0.0","227048.6897876868","227048.6897876868","0.0","227048.6897876868","0.0","0.0","227048.6897876868","227048.6897876868","0.0","227048.6897876868","0.0","0.0","227048.6897876868","227048.6897876868","0.0","227048.6897876868","0.0","0.0","227048.6897876868","192991.38631953206","0.0","192991.38631953206","0.0","0.0","192991.38631953206","192991.38631953206","0.0","192991.38631953206","0.0","0.0","192991.38631953206","192991.38631953206","0.0","192991.38631953206","0.0","0.0","192991.38631953206","192991.38631953206","0.0","192991.38631953206","0.0","0.0","192991.38631953206","170286.5173407644","0.0","170286.5173407644","0.0","0.0","170286.5173407644","170286.5173407644","0.0","170286.5173407644","0.0","0.0","170286.5173407644","227048.6897876868","227048.6897876868","227048.6897876868","227048.6897876868"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-07-01","227414.91205749102","0.0","227414.91205749102","0.0","0.0","227414.91205749102","227414.91205749102","0.0","227414.91205749102","0.0","0.0","227414.91205749102","227414.91205749102","0.0","227414.91205749102","0.0","0.0","227414.91205749102","227414.91205749102","0.0","227414.91205749102","0.0","0.0","227414.91205749102","193302.67524886876","0.0","193302.67524886876","0.0","0.0","193302.67524886876","193302.67524886876","0.0","193302.67524886876","0.0","0.0","193302.67524886876","193302.67524886876","0.0","193302.67524886876","0.0","0.0","193302.67524886876","193302.67524886876","0.0","193302.67524886876","0.0","0.0","193302.67524886876","170561.18404311873","0.0","170561.18404311873","0.0","0.0","170561.18404311873","170561.18404311873","0.0","170561.18404311873","0.0","0.0","170561.18404311873","227414.91205749102","227414.91205749102","227414.91205749102","227414.91205749102"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-08-01","221649.31038445607","0.0","221649.31038445607","0.0","0.0","221649.31038445607","221649.31038445607","0.0","221649.31038445607","0.0","0.0","221649.31038445607","221649.31038445607","0.0","221649.31038445607","0.0","0.0","221649.31038445607","221649.31038445607","0.0","221649.31038445607","0.0","0.0","221649.31038445607","188401.91382678784","0.0","188401.91382678784","0.0","0.0","188401.91382678784","188401.91382678784","0.0","188401.91382678784","0.0","0.0","188401.91382678784","188401.91382678784","0.0","188401.91382678784","0.0","0.0","188401.91382678784","188401.91382678784","0.0","188401.91382678784","0.0","0.0","188401.91382678784","166236.98278834112","0.0","166236.98278834112","0.0","0.0","166236.98278834112","166236.98278834112","0.0","166236.98278834112","0.0","0.0","166236.98278834112","221649.31038445607","221649.31038445607","221649.31038445607","221649.31038445607"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-09-01","207326.3067752393","0.0","207326.3067752393","0.0","0.0","207326.3067752393","207326.3067752393","0.0","207326.3067752393","0.0","0.0","207326.3067752393","207326.3067752393","0.0","207326.3067752393","0.0","0.0","207326.3067752393","207326.3067752393","0.0","207326.3067752393","0.0","0.0","207326.3067752393","176227.36075895373","0.0","176227.36075895373","0.0","0.0","176227.36075895373","176227.36075895373","0.0","176227.36075895373","0.0","0.0","176227.36075895373","176227.36075895373","0.0","176227.36075895373","0.0","0.0","176227.36075895373","176227.36075895373","0.0","176227.36075895373","0.0","0.0","176227.36075895373","155494.7300814297","0.0","155494.7300814297","0.0","0.0","155494.7300814297","155494.7300814297","0.0","155494.7300814297","0.0","0.0","155494.7300814297","207326.3067752393","207326.3067752393","207326.3067752393","207326.3067752393"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-10-01","210027.14418090042","0.0","210027.14418090042","0.0","0.0","210027.14418090042","210027.14418090042","0.0","210027.14418090042","0.0","0.0","210027.14418090042","210027.14418090042","0.0","210027.14418090042","0.0","0.0","210027.14418090042","210027.14418090042","0.0","210027.14418090042","0.0","0.0","210027.14418090042","178523.07255376503","0.0","178523.07255376503","0.0","0.0","178523.07255376503","178523.07255376503","0.0","178523.07255376503","0.0","0.0","178523.07255376503","178523.07255376503","0.0","178523.07255376503","0.0","0.0","178523.07255376503","178523.07255376503","0.0","178523.07255376503","0.0","0.0","178523.07255376503","157520.35813567694","0.0","157520.35813567694","0.0","0.0","157520.35813567694","157520.35813567694","0.0","157520.35813567694","0.0","0.0","157520.35813567694","210027.14418090042","210027.14418090042","210027.14418090042","210027.14418090042"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-11-01","200328.1139619341","0.0","200328.1139619341","0.0","0.0","200328.1139619341","200328.1139619341","0.0","200328.1139619341","0.0","0.0","200328.1139619341","200328.1139619341","0.0","200328.1139619341","0.0","0.0","200328.1139619341","200328.1139619341","0.0","200328.1139619341","0.0","0.0","200328.1139619341","170278.8968676459","0.0","170278.8968676459","0.0","0.0","170278.8968676459","170278.8968676459","0.0","170278.8968676459","0.0","0.0","170278.8968676459","170278.8968676459","0.0","170278.8968676459","0.0","0.0","170278.8968676459","170278.8968676459","0.0","170278.8968676459","0.0","0.0","170278.8968676459","150246.08547145128","0.0","150246.08547145128","0.0","0.0","150246.08547145128","150246.08547145128","0.0","150246.08547145128","0.0","0.0","150246.08547145128","200328.1139619341","200328.1139619341","200328.1139619341","200328.1139619341"
"Training Forecast","Eagle Ford Shale ""A"" D&C 013","Eagle Ford Shale Type Well A","Gas","2013-12-01","210531.84651900642","0.0","210531.84651900642","0.0","0.0","210531.84651900642","210531.84651900642","0.0","210531.84651900642","0.0","0.0","210531.84651900642","210531.84651900642","0.0","210531.84651900642","0.0","0.0","210531.84651900642","210531.84651900642","0.0","210531.84651900642","0.0","0.0","210531.84651900642","178952.0695411535","0.0","178952.0695411535","0.0","0.0","178952.0695411535","178952.0695411535","0.0","178952.0695411535","0.0","0.0","178952.0695411535","178952.0695411535","0.0","178952.0695411535","0.0","0.0","178952.0695411535","178952.0695411535","0.0","178952.0695411535","0.0","0.0","178952.0695411535","157898.88488925435","0.0","157898.88488925435","0.0","0.0","157898.88488925435","157898.88488925435","0.0","157898.88488925435","0.0","0.0","157898.88488925435","210531.84651900642","210531.84651900642","210531.84651900642","210531.84651900642"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-02-01","36832.961797785494","0.0","36832.961797785494","0.0","0.0","36832.961797785494","36832.961797785494","0.0","36832.961797785494","0.0","0.0","36832.961797785494","36832.961797785494","0.0","36832.961797785494","0.0","0.0","36832.961797785494","36832.961797785494","0.0","36832.961797785494","0.0","0.0","36832.961797785494","31308.017528117663","0.0","31308.017528117663","0.0","0.0","31308.017528117663","31308.017528117663","0.0","31308.017528117663","0.0","0.0","31308.017528117663","31308.017528117663","0.0","31308.017528117663","0.0","0.0","31308.017528117663","31308.017528117663","0.0","31308.017528117663","0.0","0.0","31308.017528117663","27624.721348339124","0.0","27624.721348339124","0.0","0.0","27624.721348339124","27624.721348339124","0.0","27624.721348339124","0.0","0.0","27624.721348339124","36832.961797785494","36832.961797785494","36832.961797785494","36832.961797785494"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-03-01","966057.0421613085","0.0","966057.0421613085","0.0","0.0","966057.0421613085","966057.0421613085","0.0","966057.0421613085","0.0","0.0","966057.0421613085","966057.0421613085","0.0","966057.0421613085","0.0","0.0","966057.0421613085","966057.0421613085","0.0","966057.0421613085","0.0","0.0","966057.0421613085","821148.4858371122","0.0","821148.4858371122","0.0","0.0","821148.4858371122","821148.4858371122","0.0","821148.4858371122","0.0","0.0","821148.4858371122","821148.4858371122","0.0","821148.4858371122","0.0","0.0","821148.4858371122","821148.4858371122","0.0","821148.4858371122","0.0","0.0","821148.4858371122","724542.7816209813","0.0","724542.7816209813","0.0","0.0","724542.7816209813","724542.7816209813","0.0","724542.7816209813","0.0","0.0","724542.7816209813","966057.0421613085","966057.0421613085","966057.0421613085","966057.0421613085"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-04-01","706193.54175688","0.0","706193.54175688","0.0","0.0","706193.54175688","706193.54175688","0.0","706193.54175688","0.0","0.0","706193.54175688","706193.54175688","0.0","706193.54175688","0.0","0.0","706193.54175688","706193.54175688","0.0","706193.54175688","0.0","0.0","706193.54175688","600264.5104933479","0.0","600264.5104933479","0.0","0.0","600264.5104933479","600264.5104933479","0.0","600264.5104933479","0.0","0.0","600264.5104933479","600264.5104933479","0.0","600264.5104933479","0.0","0.0","600264.5104933479","600264.5104933479","0.0","600264.5104933479","0.0","0.0","600264.5104933479","529645.1563176601","0.0","529645.1563176601","0.0","0.0","529645.1563176601","529645.1563176601","0.0","529645.1563176601","0.0","0.0","529645.1563176601","706193.54175688","706193.54175688","706193.54175688","706193.54175688"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-05-01","610308.6821461034","0.0","610308.6821461034","0.0","0.0","610308.6821461034","610308.6821461034","0.0","610308.6821461034","0.0","0.0","610308.6821461034","610308.6821461034","0.0","610308.6821461034","0.0","0.0","610308.6821461034","610308.6821461034","0.0","610308.6821461034","0.0","0.0","610308.6821461034","518762.37982418854","0.0","518762.37982418854","0.0","0.0","518762.37982418854","518762.37982418854","0.0","518762.37982418854","0.0","0.0","518762.37982418854","518762.37982418854","0.0","518762.37982418854","0.0","0.0","518762.37982418854","518762.37982418854","0.0","518762.37982418854","0.0","0.0","518762.37982418854","457731.51160957804","0.0","457731.51160957804","0.0","0.0","457731.51160957804","457731.51160957804","0.0","457731.51160957804","0.0","0.0","457731.51160957804","610308.6821461034","610308.6821461034","610308.6821461034","610308.6821461034"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-06-01","515445.0441761892","0.0","515445.0441761892","0.0","0.0","515445.0441761892","515445.0441761892","0.0","515445.0441761892","0.0","0.0","515445.0441761892","515445.0441761892","0.0","515445.0441761892","0.0","0.0","515445.0441761892","515445.0441761892","0.0","515445.0441761892","0.0","0.0","515445.0441761892","438128.28754976066","0.0","438128.28754976066","0.0","0.0","438128.28754976066","438128.28754976066","0.0","438128.28754976066","0.0","0.0","438128.28754976066","438128.28754976066","0.0","438128.28754976066","0.0","0.0","438128.28754976066","438128.28754976066","0.0","438128.28754976066","0.0","0.0","438128.28754976066","386583.7831321419","0.0","386583.7831321419","0.0","0.0","386583.7831321419","386583.7831321419","0.0","386583.7831321419","0.0","0.0","386583.7831321419","515445.0441761892","515445.0441761892","515445.0441761892","515445.0441761892"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-07-01","477238.0926755415","0.0","477238.0926755415","0.0","0.0","477238.0926755415","477238.0926755415","0.0","477238.0926755415","0.0","0.0","477238.0926755415","477238.0926755415","0.0","477238.0926755415","0.0","0.0","477238.0926755415","477238.0926755415","0.0","477238.0926755415","0.0","0.0","477238.0926755415","405652.3787742099","0.0","405652.3787742099","0.0","0.0","405652.3787742099","405652.3787742099","0.0","405652.3787742099","0.0","0.0","405652.3787742099","405652.3787742099","0.0","405652.3787742099","0.0","0.0","405652.3787742099","405652.3787742099","0.0","405652.3787742099","0.0","0.0","405652.3787742099","357928.5695066559","0.0","357928.5695066559","0.0","0.0","357928.5695066559","357928.5695066559","0.0","357928.5695066559","0.0","0.0","357928.5695066559","477238.0926755415","477238.0926755415","477238.0926755415","477238.0926755415"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-08-01","435154.6969920597","0.0","435154.6969920597","0.0","0.0","435154.6969920597","435154.6969920597","0.0","435154.6969920597","0.0","0.0","435154.6969920597","435154.6969920597","0.0","435154.6969920597","0.0","0.0","435154.6969920597","435154.6969920597","0.0","435154.6969920597","0.0","0.0","435154.6969920597","369881.4924432505","0.0","369881.4924432505","0.0","0.0","369881.4924432505","369881.4924432505","0.0","369881.4924432505","0.0","0.0","369881.4924432505","369881.4924432505","0.0","369881.4924432505","0.0","0.0","369881.4924432505","369881.4924432505","0.0","369881.4924432505","0.0","0.0","369881.4924432505","326366.02274404373","0.0","326366.02274404373","0.0","0.0","326366.02274404373","326366.02274404373","0.0","326366.02274404373","0.0","0.0","326366.02274404373","435154.6969920597","435154.6969920597","435154.6969920597","435154.6969920597"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-09-01","383592.14070209814","0.0","383592.14070209814","0.0","0.0","383592.14070209814","383592.14070209814","0.0","383592.14070209814","0.0","0.0","383592.14070209814","383592.14070209814","0.0","383592.14070209814","0.0","0.0","383592.14070209814","383592.14070209814","0.0","383592.14070209814","0.0","0.0","383592.14070209814","326053.3195967837","0.0","326053.3195967837","0.0","0.0","326053.3195967837","326053.3195967837","0.0","326053.3195967837","0.0","0.0","326053.3195967837","326053.3195967837","0.0","326053.3195967837","0.0","0.0","326053.3195967837","326053.3195967837","0.0","326053.3195967837","0.0","0.0","326053.3195967837","287694.1055265735","0.0","287694.1055265735","0.0","0.0","287694.1055265735","287694.1055265735","0.0","287694.1055265735","0.0","0.0","287694.1055265735","383592.14070209814","383592.14070209814","383592.14070209814","383592.14070209814"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-10-01","371940.0351987756","0.0","371940.0351987756","0.0","0.0","371940.0351987756","371940.0351987756","0.0","371940.0351987756","0.0","0.0","371940.0351987756","371940.0351987756","0.0","371940.0351987756","0.0","0.0","371940.0351987756","371940.0351987756","0.0","371940.0351987756","0.0","0.0","371940.0351987756","316149.0299189589","0.0","316149.0299189589","0.0","0.0","316149.0299189589","316149.0299189589","0.0","316149.0299189589","0.0","0.0","316149.0299189589","316149.0299189589","0.0","316149.0299189589","0.0","0.0","316149.0299189589","316149.0299189589","0.0","316149.0299189589","0.0","0.0","316149.0299189589","278955.02639908204","0.0","278955.02639908204","0.0","0.0","278955.02639908204","278955.02639908204","0.0","278955.02639908204","0.0","0.0","278955.02639908204","371940.0351987756","371940.0351987756","371940.0351987756","371940.0351987756"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-11-01","341777.7134553911","0.0","341777.7134553911","0.0","0.0","341777.7134553911","341777.7134553911","0.0","341777.7134553911","0.0","0.0","341777.7134553911","341777.7134553911","0.0","341777.7134553911","0.0","0.0","341777.7134553911","341777.7134553911","0.0","341777.7134553911","0.0","0.0","341777.7134553911","290511.0564370821","0.0","290511.0564370821","0.0","0.0","290511.0564370821","290511.0564370821","0.0","290511.0564370821","0.0","0.0","290511.0564370821","290511.0564370821","0.0","290511.0564370821","0.0","0.0","290511.0564370821","290511.0564370821","0.0","290511.0564370821","0.0","0.0","290511.0564370821","256333.2850915431","0.0","256333.2850915431","0.0","0.0","256333.2850915431","256333.2850915431","0.0","256333.2850915431","0.0","0.0","256333.2850915431","341777.7134553911","341777.7134553911","341777.7134553911","341777.7134553911"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2012-12-01","343768.00225983746","0.0","343768.00225983746","0.0","0.0","343768.00225983746","343768.00225983746","0.0","343768.00225983746","0.0","0.0","343768.00225983746","343768.00225983746","0.0","343768.00225983746","0.0","0.0","343768.00225983746","343768.00225983746","0.0","343768.00225983746","0.0","0.0","343768.00225983746","292202.8019208615","0.0","292202.8019208615","0.0","0.0","292202.8019208615","292202.8019208615","0.0","292202.8019208615","0.0","0.0","292202.8019208615","292202.8019208615","0.0","292202.8019208615","0.0","0.0","292202.8019208615","292202.8019208615","0.0","292202.8019208615","0.0","0.0","292202.8019208615","257826.00169487763","0.0","257826.00169487763","0.0","0.0","257826.00169487763","257826.00169487763","0.0","257826.00169487763","0.0","0.0","257826.00169487763","343768.00225983746","343768.00225983746","343768.00225983746","343768.00225983746"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-01-01","332979.3222502917","0.0","332979.3222502917","0.0","0.0","332979.3222502917","332979.3222502917","0.0","332979.3222502917","0.0","0.0","332979.3222502917","332979.3222502917","0.0","332979.3222502917","0.0","0.0","332979.3222502917","332979.3222502917","0.0","332979.3222502917","0.0","0.0","332979.3222502917","283032.42391274776","0.0","283032.42391274776","0.0","0.0","283032.42391274776","283032.42391274776","0.0","283032.42391274776","0.0","0.0","283032.42391274776","283032.42391274776","0.0","283032.42391274776","0.0","0.0","283032.42391274776","283032.42391274776","0.0","283032.42391274776","0.0","0.0","283032.42391274776","249734.4916877183","0.0","249734.4916877183","0.0","0.0","249734.4916877183","249734.4916877183","0.0","249734.4916877183","0.0","0.0","249734.4916877183","332979.3222502917","332979.3222502917","332979.3222502917","332979.3222502917"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-02-01","283522.1519265389","0.0","283522.1519265389","0.0","0.0","283522.1519265389","283522.1519265389","0.0","283522.1519265389","0.0","0.0","283522.1519265389","283522.1519265389","0.0","283522.1519265389","0.0","0.0","283522.1519265389","283522.1519265389","0.0","283522.1519265389","0.0","0.0","283522.1519265389","240993.82913755905","0.0","240993.82913755905","0.0","0.0","240993.82913755905","240993.82913755905","0.0","240993.82913755905","0.0","0.0","240993.82913755905","240993.82913755905","0.0","240993.82913755905","0.0","0.0","240993.82913755905","240993.82913755905","0.0","240993.82913755905","0.0","0.0","240993.82913755905","212641.6139449044","0.0","212641.6139449044","0.0","0.0","212641.6139449044","212641.6139449044","0.0","212641.6139449044","0.0","0.0","212641.6139449044","283522.1519265389","283522.1519265389","283522.1519265389","283522.1519265389"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-03-01","291017.8235649215","0.0","291017.8235649215","0.0","0.0","291017.8235649215","291017.8235649215","0.0","291017.8235649215","0.0","0.0","291017.8235649215","291017.8235649215","0.0","291017.8235649215","0.0","0.0","291017.8235649215","291017.8235649215","0.0","291017.8235649215","0.0","0.0","291017.8235649215","247365.15003018174","0.0","247365.15003018174","0.0","0.0","247365.15003018174","247365.15003018174","0.0","247365.15003018174","0.0","0.0","247365.15003018174","247365.15003018174","0.0","247365.15003018174","0.0","0.0","247365.15003018174","247365.15003018174","0.0","247365.15003018174","0.0","0.0","247365.15003018174","218263.36767369043","0.0","218263.36767369043","0.0","0.0","218263.36767369043","218263.36767369043","0.0","218263.36767369043","0.0","0.0","218263.36767369043","291017.8235649215","291017.8235649215","291017.8235649215","291017.8235649215"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-04-01","258010.53717368934","0.0","258010.53717368934","0.0","0.0","258010.53717368934","258010.53717368934","0.0","258010.53717368934","0.0","0.0","258010.53717368934","258010.53717368934","0.0","258010.53717368934","0.0","0.0","258010.53717368934","258010.53717368934","0.0","258010.53717368934","0.0","0.0","258010.53717368934","219308.95659763552","0.0","219308.95659763552","0.0","0.0","219308.95659763552","219308.95659763552","0.0","219308.95659763552","0.0","0.0","219308.95659763552","219308.95659763552","0.0","219308.95659763552","0.0","0.0","219308.95659763552","219308.95659763552","0.0","219308.95659763552","0.0","0.0","219308.95659763552","193507.90288026724","0.0","193507.90288026724","0.0","0.0","193507.90288026724","193507.90288026724","0.0","193507.90288026724","0.0","0.0","193507.90288026724","258010.53717368934","258010.53717368934","258010.53717368934","258010.53717368934"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-05-01","253333.58013758156","0.0","253333.58013758156","0.0","0.0","253333.58013758156","253333.58013758156","0.0","253333.58013758156","0.0","0.0","253333.58013758156","253333.58013758156","0.0","253333.58013758156","0.0","0.0","253333.58013758156","253333.58013758156","0.0","253333.58013758156","0.0","0.0","253333.58013758156","215333.54311694577","0.0","215333.54311694577","0.0","0.0","215333.54311694577","215333.54311694577","0.0","215333.54311694577","0.0","0.0","215333.54311694577","215333.54311694577","0.0","215333.54311694577","0.0","0.0","215333.54311694577","215333.54311694577","0.0","215333.54311694577","0.0","0.0","215333.54311694577","190000.1851031864","0.0","190000.1851031864","0.0","0.0","190000.1851031864","190000.1851031864","0.0","190000.1851031864","0.0","0.0","190000.1851031864","253333.58013758156","253333.58013758156","253333.58013758156","253333.58013758156"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-06-01","236088.30904897768","0.0","236088.30904897768","0.0","0.0","236088.30904897768","236088.30904897768","0.0","236088.30904897768","0.0","0.0","236088.30904897768","236088.30904897768","0.0","236088.30904897768","0.0","0.0","236088.30904897768","236088.30904897768","0.0","236088.30904897768","0.0","0.0","236088.30904897768","200675.06269163173","0.0","200675.06269163173","0.0","0.0","200675.06269163173","200675.06269163173","0.0","200675.06269163173","0.0","0.0","200675.06269163173","200675.06269163173","0.0","200675.06269163173","0.0","0.0","200675.06269163173","200675.06269163173","0.0","200675.06269163173","0.0","0.0","200675.06269163173","177066.2317867335","0.0","177066.2317867335","0.0","0.0","177066.2317867335","177066.2317867335","0.0","177066.2317867335","0.0","0.0","177066.2317867335","236088.30904897768","236088.30904897768","236088.30904897768","236088.30904897768"
"Training Forecast","Eagle Ford Shale ""A"" D&C 014","Eagle Ford Shale Type Well A","Gas","2013-07-01","235983.5323738996","0.0","235983.5323738996","0.0","0.0","235983.5323738996","235983.5323738996","0.0","235983.5323738996","0.0","0.0","235983.5323738996","235983.5323738996","0.0","235983.5323738996","0.0","0.0","235983.5323738996","235983.5323738996","0.0","235983.5323738996","0.0","0.0","235983.5323738996","200586.00251781475","0.0","200586.00251781475","0.0","0.0","200586.00251781475","200586.00251781475","0.0","200586.00251781475","0.0","0.0","200586.00251781475","200586.00251781475","0.0","200586.00251781475","0.0","0.0","200586.00251781475","200586.00251781475","0.0","200586.00251781475","0.0","0.0","200586.00251781475","176987.64928042423","0.0","176987.64928042423","0.0","0.0","176987.64928042423","176987.64928042423","0.0","176987.64928042423","0.0","0.0","176987.64928042423","235983.5323738996","235983.5323738996","235983.5323738996","235983.5323738996"
